network_code,receiver_code,stw_start_time,stalta_Z,sta_Z,stalta_N,sta_N,stalta_E,sta_E,label
NN,RYN,2012-06-10T07:17:56.590610Z,1.672567944,1.15E-07,1.25755061,9.18E-08,1.252645399,1.13E-07,E
CI,MLAC,2016-10-07T00:34:35.250000Z,5.316717545,1.19E-06,3.784975643,1.15E-06,4.365540542,1.36E-06,E
PB,B084,2012-06-05T13:50:34.510000Z,2.927435288,4.00E-08,3.280168108,2.99E-08,3.429774665,3.23E-08,E
HV,AIND,2015-05-12T18:01:36.430000Z,1.661861565,3.55E-06,1.702393321,6.99E-06,2.38442769,4.72E-06,E
PB,B916,2013-06-26T01:10:47.090000Z,84.02959906,2.38E-07,83.06322253,2.51E-07,88.55464764,2.52E-07,E
PB,B918,2015-11-26T03:43:54.270000Z,8.288500512,1.76E-08,3.801031323,9.82E-09,3.455067859,1.01E-08,E
NN,LHV,2014-06-24T08:16:16.060000Z,1.085809667,6.53E-08,1.273185506,9.48E-08,1.818045485,1.22E-07,E
PB,B084,2007-12-04T03:33:25.000000Z,4.128889529,9.88E-09,2.555575283,7.57E-09,3.081916,8.75E-09,E
PB,B081,2015-09-03T18:54:54.500000Z,3.251879226,5.09E-08,4.481889291,1.06E-07,7.46434997,6.54E-08,E
PB,B082,2008-09-03T21:33:01.690000Z,4.316136866,1.60E-08,5.312626078,1.73E-08,5.767142414,1.67E-08,E
PB,B086,2011-12-05T04:38:35.280000Z,83.01306457,1.10E-06,513.3089111,1.52E-06,227.9333135,1.63E-06,E
PB,B941,2014-06-24T04:11:17.500000Z,4.4741889,3.64E-08,6.463097195,4.15E-08,4.055129675,2.76E-08,E
PB,B918,2017-07-29T00:38:45.160000Z,13.76597932,4.23E-08,3.803855693,1.35E-08,4.514757947,1.47E-08,E
NN,TVH1,2011-04-19T07:48:57.064780Z,7.879872136,4.46E-06,6.94737792,6.96E-06,7.990147689,6.55E-06,E
ET,BCRT,2017-07-12T03:42:35.010000Z,2.460856123,6.33E-07,2.358628325,7.32E-07,3.135519648,7.67E-08,E
PB,B203,2018-05-03T07:49:49.740000Z,60.13472558,2.64E-07,68.4154331,2.79E-07,74.49633598,2.91E-07,E
GS,KAN05,2015-04-12T09:15:44.170000Z,13.26468305,2.61E-06,2.090168676,4.36E-06,2.452071324,5.63E-06,E
AK,TRF,2012-10-14T01:57:15.367000Z,0.77066831,1.47E-07,0.78638601,2.04E-07,1.317453416,3.17E-07,E
TA,B05D,2016-03-02T02:35:58.900000Z,2.485676141,1.28E-06,3.219730936,1.65E-06,3.559761735,1.69E-06,E
PB,B087,2013-01-08T09:26:15.700000Z,2.5972444,9.53E-09,2.545948432,1.00E-08,2.132094932,8.52E-09,E
NN,GMN,2016-09-18T19:45:43.217410Z,0.889882354,1.03E-07,0.73156896,2.49E-07,1.008368025,4.74E-07,E
HV,TOUO,2017-05-12T16:09:50.310000Z,4.596805764,6.79E-06,4.459205424,1.02E-05,6.055641436,1.11E-05,E
PB,B086,2008-06-18T05:36:04.390000Z,4.346954448,1.45E-08,4.853795842,1.63E-08,4.756339602,1.67E-08,E
AK,KTH,2016-11-16T15:27:41.470000Z,3.551945974,4.63E-07,1.978886774,4.53E-07,1.608232914,3.96E-07,E
PB,B087,2018-02-04T08:44:02.560000Z,1.546251487,4.29E-09,1.009024973,1.38E-08,1.164057173,6.74E-09,E
BC,UABX,2015-12-27T10:59:35.710000Z,2.697196178,4.64E-06,3.021461378,5.34E-06,3.140382689,5.44E-06,E
PB,B093,2013-08-19T22:33:03.380000Z,2.420526775,8.20E-09,1.937676779,6.77E-09,2.000307017,6.30E-09,E
PB,B057,2015-08-28T06:34:35.220000Z,3.586645326,2.57E-08,5.151391833,2.75E-08,3.569728445,2.66E-08,E
PB,B086,2011-10-22T15:02:12.470000Z,2.969401876,1.74E-08,1.036852053,2.23E-08,0.93121542,2.72E-08,E
PB,B072,2012-09-24T21:58:15.340000Z,7.663924456,2.91E-08,11.55669298,3.69E-08,8.869576022,2.81E-08,E
PB,B918,2014-04-24T18:39:08.320000Z,136.9665197,3.73E-07,84.00282881,2.56E-07,76.24104297,2.29E-07,E
PB,B203,2011-04-25T10:49:28.660000Z,13.64642519,6.18E-08,12.73835081,5.80E-08,15.05847738,5.86E-08,E
GS,KAN17,2016-04-10T02:43:57.100000Z,10.39821683,7.09E-06,2.687466836,1.50E-05,9.109984968,9.76E-06,E
NN,OMMB,2015-01-30T12:45:31.060000Z,1.131382328,1.65E-07,1.369090309,1.75E-07,1.53038785,1.34E-07,E
PB,B047,2013-03-21T15:56:30.150000Z,22.62369982,2.47E-07,15.06056502,2.25E-07,10.49954975,1.86E-07,E
NN,LHV,2017-01-14T22:26:34.666960Z,1.720211038,1.12E-07,0.581138805,6.49E-08,1.583038448,1.72E-07,E
PB,B082,2016-11-30T13:39:27.020000Z,4.244180094,1.29E-08,3.563181411,1.09E-08,3.805913997,1.02E-08,E
NN,WVA,2017-04-18T02:57:35.942470Z,22.12525673,1.30E-07,25.53555348,1.54E-07,19.48198449,1.45E-07,E
PB,B916,2015-01-21T01:06:41.990000Z,9.045187869,2.39E-08,11.3911199,2.79E-08,9.587281214,2.32E-08,E
PB,B081,2015-06-14T13:27:28.890000Z,5.739920052,1.94E-08,6.128163047,2.58E-08,5.415519467,1.60E-08,E
UU,CCUT,2015-12-01T12:13:20.550000Z,2.694704126,5.09E-07,1.806712974,4.25E-07,1.591780442,2.80E-07,E
PB,B081,2014-12-11T07:30:30.150000Z,4.479046437,1.36E-08,10.04545028,2.60E-08,6.436066666,1.73E-08,E
AK,PPLA,2012-08-17T10:36:13.856000Z,1.180578672,6.65E-08,0.862958275,5.31E-08,1.142959076,7.56E-08,E
GS,KAN13,2016-04-10T20:33:40.360000Z,4.313309928,1.52E-06,1.947838216,3.35E-06,1.058380548,8.56E-06,E
PB,B918,2015-03-20T10:44:37.720000Z,30.86183984,7.04E-08,14.05556627,3.47E-08,13.56478073,3.56E-08,E
HV,ALEP,2016-04-07T12:23:13.600000Z,2.95701508,1.21E-07,3.414255536,2.43E-07,3.873497293,2.39E-07,E
IM,NV31,2016-04-28T04:18:14.531950Z,0.987141164,1.79E-07,2.571332939,2.75E-07,0.826206882,1.55E-07,E
PB,B073,2011-10-21T23:19:03.160000Z,7.056445963,3.20E-08,12.29440075,4.70E-08,11.94864607,4.60E-08,E
PB,B081,2013-07-09T15:38:10.910000Z,9.09289827,4.28E-08,13.54175602,8.25E-08,13.30617233,4.93E-08,E
PB,B087,2011-12-05T10:54:07.800000Z,2.968764212,1.06E-08,2.874919494,9.91E-09,2.756488191,1.05E-08,E
NN,TVH2,2011-07-05T02:33:03.457600Z,85.26406955,9.40E-06,73.47003007,1.02E-05,115.7663718,1.45E-05,E
PB,B918,2013-01-09T07:45:53.510000Z,6.914995869,1.60E-08,5.301158892,1.34E-08,4.685941736,1.27E-08,E
HV,RIMD,2016-04-24T17:12:21.350000Z,8.449232204,1.48E-05,6.585747142,2.94E-05,7.718157276,2.55E-05,E
PR,CRPR,2017-05-10T08:25:37.000000Z,0.874913317,1.98E-07,1.283067634,3.05E-07,1.138140427,1.91E-07,E
PB,B093,2015-03-16T02:53:54.600000Z,44.81904892,1.08E-07,2.256211891,1.40E-07,0.472913445,2.43E-08,E
GS,OK031,2015-02-06T17:20:23.800000Z,5.179416907,2.04E-06,1.587915649,2.13E-06,1.270119063,6.66E-06,E
PB,B084,2017-08-31T20:00:03.530000Z,5.917204699,1.70E-08,3.855001348,1.35E-08,3.688715342,1.42E-08,E
II,AAK,2003-05-17T17:41:40.130000Z,116.0387119,8.56E-07,93.14586955,6.64E-07,174.5393346,1.07E-06,E
SN,TPW,2016-06-18T12:15:20.892690Z,18.71278174,5.77E-08,23.35018994,5.47E-08,27.99627531,6.84E-08,E
NN,LHV,2017-01-03T17:58:20.515040Z,0.641299388,8.71E-08,1.778747966,1.58E-07,1.398077579,3.31E-07,E
AK,SSN,2012-07-17T14:18:12.338000Z,2.366692609,1.61E-07,1.662868434,1.48E-07,1.121076721,1.30E-07,E
PB,B916,2011-06-09T11:01:11.030000Z,6.565802658,1.65E-08,6.414652953,1.74E-08,5.771747713,1.43E-08,E
NN,WAK,2017-08-16T20:35:58.005200Z,1.026172923,6.67E-08,1.504613053,1.63E-07,1.49496234,9.52E-08,E
NN,OMMB,2014-09-26T13:13:14.230000Z,3.1403506,7.04E-07,7.99565851,1.13E-06,6.227460121,9.66E-07,E
AZ,KNW,2008-03-01T05:45:54.560000Z,1.9999852,3.84E-07,0.79214107,2.44E-07,1.607348246,1.76E-07,E
PB,B082,2018-03-04T18:27:44.090000Z,4.850133491,1.67E-08,6.848578234,2.20E-08,7.061011881,2.02E-08,E
PB,B082,2016-02-17T02:50:46.790000Z,5.161079306,1.52E-08,5.296753955,1.59E-08,5.329085302,1.43E-08,E
AZ,KNW,2015-11-21T11:41:35.930000Z,1.451585715,2.20E-07,1.515339336,1.50E-07,0.977248763,1.59E-07,E
AZ,BZN,2016-07-25T07:53:00.290000Z,1.95134107,5.35E-07,1.816070567,5.95E-07,2.825022625,4.90E-07,E
CC,STD,2007-06-03T02:18:42.780000Z,4.923031891,4.40E-07,5.512429087,9.53E-07,4.847335356,1.01E-06,E
AK,PAX,2012-02-09T19:41:07.840000Z,0.867991049,2.63E-07,0.738034599,1.96E-07,1.020978452,3.62E-07,E
PB,B084,2008-06-12T02:35:31.490000Z,5.030301928,1.32E-08,3.150367164,9.77E-09,3.678319179,1.10E-08,E
AK,KTH,2012-03-14T23:02:27.333000Z,1.455050747,1.43E-07,1.103177905,1.33E-07,1.254712392,1.63E-07,E
TA,M03C,2007-11-03T12:05:59.990000Z,1.07592613,2.27E-07,0.91286975,2.03E-07,1.556390973,3.14E-07,E
NN,YER,2016-02-14T17:07:34.118520Z,1.136658152,3.35E-07,2.037825316,4.54E-07,0.54293412,2.38E-07,E
WY,YFT,2018-02-19T13:12:34.600000Z,4.568373654,1.00E-06,8.688635809,1.12E-06,2.844808007,7.20E-07,E
PB,B086,2015-11-27T20:40:42.540000Z,17.59292714,7.83E-08,28.22694916,7.78E-08,27.37427148,8.91E-08,E
GS,OK020,2011-11-21T21:46:08.550000Z,90.04372144,1.89E-05,129.0933349,3.28E-05,84.3340354,2.69E-05,E
AZ,FRD,2015-11-08T04:30:39.770000Z,0.741856606,1.04E-07,1.231952149,1.60E-07,1.987327596,3.06E-07,E
PB,B086,2015-07-17T02:43:19.390000Z,26.43315451,1.28E-07,56.58871736,1.58E-07,41.95454168,1.41E-07,E
ZQ,AAM2,2007-05-30T10:59:57.420000Z,1.196401324,1.88E-07,2.118070255,6.77E-07,1.140541295,2.45E-07,E
PB,B087,2011-09-30T19:27:32.890000Z,5.513821246,2.08E-08,5.465991296,1.89E-08,4.79411819,1.89E-08,E
HV,KOHD,2016-07-16T10:14:43.100000Z,2.438681784,2.68E-06,2.119861313,2.08E-06,1.702401975,2.12E-06,E
PB,B081,2015-03-21T11:33:37.940000Z,10.20961983,2.61E-08,20.71756268,4.93E-08,11.60728767,2.86E-08,E
NN,BEK,2015-05-11T20:10:17.579090Z,0.685491815,4.92E-08,1.313972644,6.59E-08,1.236073629,7.08E-08,E
SN,SGR,2016-06-27T20:40:48.714080Z,9.498800446,4.53E-08,9.968445223,4.33E-08,1.071561098,2.60E-09,E
NN,YER,2012-08-20T18:55:21.551070Z,0.877978053,4.80E-08,1.0632541,1.55E-07,0.918270742,3.21E-07,E
NN,LHV,2015-04-29T19:13:10.910000Z,0.646729944,9.45E-08,1.299048729,1.77E-07,0.629724166,1.41E-07,E
IM,NV31,2013-05-01T08:06:48.414670Z,1.440423884,2.27E-07,1.522540995,2.47E-07,1.244290052,2.54E-07,E
PB,B918,2014-09-12T09:15:57.910000Z,62.31893308,1.59E-07,34.2230536,9.90E-08,37.3754024,1.05E-07,E
PB,B082,2015-11-09T16:06:49.750000Z,8.969160256,2.85E-08,9.268890175,3.02E-08,9.631672707,2.86E-08,E
HV,MOKD,2016-05-28T22:34:53.670000Z,2.455539782,1.85E-06,1.800063421,3.27E-06,1.137856631,5.00E-06,E
GS,KAN13,2015-02-14T19:52:13.040000Z,5.462500194,3.55E-06,1.082542375,3.80E-06,0.689190972,1.21E-05,E
TA,H17A,2018-03-11T12:56:42.980000Z,1.61143699,1.42E-07,1.677858809,1.94E-07,1.549625037,2.55E-07,E
PB,B046,2013-08-14T18:01:52.710000Z,79.2118697,3.75E-07,79.27959506,4.28E-07,82.10145735,4.05E-07,E
AZ,FRD,2015-02-06T20:28:38.750000Z,7.157576956,1.14E-06,4.747567095,8.77E-07,4.42528764,8.77E-07,E
PB,B082,2015-08-21T02:31:37.780000Z,6.761533198,2.17E-08,7.760604964,2.56E-08,7.899582883,2.29E-08,E
PB,B081,2012-02-29T06:43:28.710000Z,5.81058552,2.13E-08,8.62280752,3.57E-08,9.550304701,2.96E-08,E
GS,KAN05,2015-03-16T20:34:37.630000Z,3.533031089,7.55E-06,1.6902555,1.41E-05,1.815928872,1.09E-05,E
AZ,WMC,2017-12-18T11:20:39.360000Z,2.250506187,6.77E-07,3.052452468,7.63E-07,2.59615582,8.10E-07,E
PB,B046,2015-09-27T07:30:27.480000Z,86.08156987,1.16E-06,88.80835296,1.60E-06,64.77260811,1.07E-06,E
AK,BRLK,2018-03-19T03:39:03.962000Z,8.208854682,8.33E-07,15.27642779,1.33E-06,14.58342867,1.72E-06,E
PB,B901,2017-03-24T20:45:37.630000Z,16.49607085,1.07E-07,19.86897719,1.18E-07,11.68250717,9.18E-08,E
PB,B081,2013-02-05T22:20:27.680000Z,12.39168831,1.29E-07,12.87146093,1.83E-07,20.66179259,1.35E-07,E
PB,B081,2007-11-28T05:03:44.780000Z,21.27011945,6.31E-08,1.009649255,1.04E-08,27.92058206,7.70E-08,E
PB,B086,2008-06-12T02:25:38.000000Z,3.441707748,1.05E-08,3.645837929,1.04E-08,2.589631639,7.76E-09,E
NN,LHV,2016-01-26T17:02:12.805120Z,1.011331304,2.17E-07,1.721401101,4.12E-07,0.61269962,1.97E-07,E
HV,HLPD,2016-03-30T06:54:48.210000Z,1.93537887,4.48E-06,1.622020758,8.55E-06,1.807600572,8.86E-06,E
NN,OMMB,2018-02-04T05:33:02.430000Z,8.111144887,8.07E-07,11.10050966,1.17E-06,9.803603336,8.92E-07,E
UW,DOSE,2013-01-12T14:58:18.160000Z,1.141305851,2.45E-07,2.217055236,2.75E-07,1.987389423,3.46E-07,E
GS,KAN08,2015-01-30T08:57:21.590000Z,1.649594803,3.41E-07,1.072193736,9.43E-07,1.153355568,8.42E-07,E
PB,B046,2015-01-29T13:12:43.060000Z,78.28013226,6.06E-07,65.88788325,6.55E-07,81.4133402,6.76E-07,E
PB,B921,2018-04-03T04:52:12.380000Z,7.239408429,2.05E-08,5.235101377,1.50E-08,7.363190138,1.88E-08,E
PB,B084,2018-06-26T23:32:48.280000Z,37.92205615,1.01E-07,29.98305229,8.95E-08,19.51710447,8.56E-08,E
PB,B082,2011-07-26T18:34:25.290000Z,1.390403437,5.37E-09,1.527094456,5.55E-09,1.61989788,5.01E-09,E
ET,CMGA,2018-03-18T23:13:12.340000Z,9.922794164,5.02E-06,9.531676318,5.64E-06,8.050950298,6.40E-06,E
UW,YACT,2015-10-07T08:14:24.360000Z,1.258331807,1.30E-07,2.300221626,2.21E-07,1.425749585,1.59E-07,E
PB,B084,2015-05-22T13:51:37.360000Z,4.727501554,1.24E-08,2.965723186,1.06E-08,2.707716551,9.85E-09,E
PB,B093,2013-03-12T05:27:43.300000Z,6.69284629,1.90E-08,7.143144101,2.01E-08,6.506752058,2.05E-08,E
PB,B086,2013-04-04T11:52:23.720000Z,2.806398107,4.22E-08,4.838748691,4.89E-08,1.901010855,7.39E-08,E
PB,B950,2017-02-10T04:34:52.870000Z,22.73103915,3.89E-07,31.92218088,3.78E-07,43.97638498,4.36E-07,E
GO,ONI,2014-10-24T15:57:58.320000Z,72.15891538,3.64E-06,150.3093673,4.98E-06,121.7147028,4.50E-06,E
PB,B943,2013-06-01T11:06:08.610000Z,42.37808759,1.29E-07,59.89893721,1.82E-07,58.36807365,1.66E-07,E
PB,B082,2016-09-17T08:52:50.720000Z,4.823252118,1.19E-08,5.772151391,1.36E-08,5.345467694,1.18E-08,E
PB,B916,2014-06-17T09:53:05.380000Z,2.384898739,6.43E-09,2.515540506,6.14E-09,2.73816657,6.75E-09,E
PB,B082,2013-06-26T10:00:34.570000Z,3.769633348,1.07E-08,4.50134958,1.14E-08,4.441651569,1.05E-08,E
NN,DSP,2017-08-17T22:44:27.721620Z,1.138048946,9.10E-08,0.821271917,7.26E-08,1.540844056,1.68E-07,E
PB,B045,2013-11-16T08:40:14.410000Z,22.90381315,1.87E-07,40.30653823,3.10E-07,23.15645964,2.28E-07,E
GS,KAN08,2014-11-21T19:28:29.830000Z,1.323328729,3.06E-07,0.773628287,8.48E-07,1.472799121,9.70E-07,E
GS,KAN11,2015-02-28T15:52:32.730000Z,26.55077784,4.69E-06,7.967108593,6.05E-06,2.655890287,5.13E-06,E
PB,B065,2016-07-25T15:04:30.300000Z,27.01031086,1.11E-07,21.87903955,8.61E-08,40.76003677,1.37E-07,E
PB,B086,2007-08-17T07:40:37.590000Z,3.132363853,1.02E-08,3.851875285,1.08E-08,4.258118573,1.23E-08,E
NN,COLR,2015-12-31T05:08:12.899160Z,1.579404513,3.56E-07,1.240280777,3.48E-07,0.671907499,4.08E-07,E
AT,PMR,2012-04-03T14:19:18.775000Z,1.144795929,4.26E-07,0.547907694,3.05E-07,0.4683892,3.79E-07,E
PB,B087,2013-06-16T13:59:58.320000Z,17.54854223,5.28E-08,10.60342975,5.36E-08,8.826381986,4.97E-08,E
HV,MLOD,2017-06-13T16:57:16.050000Z,1.495893237,1.47E-06,1.630476166,2.72E-06,1.663674981,1.88E-06,E
PB,B087,2016-04-21T01:50:11.190000Z,21.04994612,9.21E-08,11.33063247,1.12E-07,19.58345836,1.02E-07,E
PB,B082,2015-05-21T01:20:05.570000Z,4.125534637,1.20E-08,3.966244157,1.22E-08,4.654205542,1.21E-08,E
HV,DESD,2015-07-08T07:15:15.280000Z,4.43209701,5.15E-07,2.132776659,7.38E-07,1.958716355,7.95E-07,E
PB,B087,2018-06-09T11:34:26.980000Z,6.344596325,5.91E-08,1.330679465,8.91E-08,3.016866594,5.22E-08,E
NN,DSP,2016-12-08T19:07:27.726540Z,1.053908246,1.19E-05,1.950134413,7.82E-06,0.718571049,1.82E-05,E
SN,TIM,2016-03-03T21:05:35.619340Z,3.733506134,1.88E-08,2.193282358,1.70E-08,3.476074267,1.92E-08,E
AK,MDM,2012-06-29T20:46:34.535000Z,1.197669642,4.69E-08,0.925564282,9.49E-08,1.029715554,2.20E-07,E
PB,B082,2013-03-16T00:10:53.150000Z,4.852341482,1.50E-08,4.65946831,1.50E-08,4.754823819,1.45E-08,E
PB,B082,2015-06-22T07:26:34.240000Z,4.888313624,1.34E-08,5.406671761,1.51E-08,4.961689711,1.28E-08,E
HV,TOUO,2015-09-09T15:55:28.660000Z,2.730543483,5.57E-06,4.045931333,6.98E-06,3.909208945,9.55E-06,E
GS,KAN06,2015-09-08T13:30:21.480000Z,2.640617934,6.12E-07,6.369658504,1.19E-06,4.980969112,7.37E-07,E
ZQ,AAM1,2007-06-09T15:43:42.710000Z,0.918116253,7.40E-07,0.941004381,7.74E-07,0.991873955,9.59E-07,E
PB,B081,2015-10-13T16:03:53.340000Z,36.70818121,1.51E-07,69.49530447,3.02E-07,43.50476572,1.57E-07,E
PB,B079,2018-06-23T03:54:52.860000Z,9.446813292,3.17E-08,8.982335873,3.51E-08,8.767687565,3.23E-08,E
PB,B916,2011-01-10T04:27:03.440000Z,13.7729223,3.70E-08,17.07969376,4.30E-08,16.33352772,4.09E-08,E
GS,OK032,2015-05-02T19:17:49.300000Z,1.56427455,5.07E-07,1.71837585,8.01E-07,1.740954826,8.73E-07,E
PB,B081,2011-07-13T11:24:20.430000Z,3.538745069,1.07E-08,3.706002317,1.36E-08,4.1232294,1.15E-08,E
PB,B093,2014-06-28T03:34:23.840000Z,60.95902776,1.75E-07,8.001671933,2.18E-07,0.974162856,3.43E-08,E
OK,CROK,2015-04-02T00:46:18.100000Z,8.450765279,7.80E-06,24.02440449,9.88E-06,30.68851916,9.18E-06,E
SN,AMD,2008-05-19T14:51:29.679870Z,1.756142003,1.39E-08,2.00858073,1.24E-08,2.249065692,1.23E-08,E
PB,B084,2007-10-16T16:05:39.140000Z,5.153190342,1.66E-08,3.40056701,1.32E-08,3.557062835,1.32E-08,E
GS,KAN11,2015-10-11T21:03:48.550000Z,2.440886933,1.84E-06,0.895470683,2.44E-05,0.734310048,1.54E-05,E
CI,MLAC,2017-07-11T08:28:46.940000Z,1.423522387,1.47E-06,1.716619758,1.55E-06,2.171303546,1.58E-06,E
HV,AIND,2015-04-27T05:22:26.040000Z,2.424216579,4.00E-06,1.740787472,6.31E-06,0.501429704,1.89E-06,E
CN,PLBC,2018-06-25T17:22:29.734000Z,9.903432128,7.68E-07,35.89954875,2.95E-06,53.28789987,3.53E-06,E
PB,B081,2013-09-20T05:45:16.520000Z,4.149991049,1.18E-08,6.044996307,1.95E-08,4.452360818,1.21E-08,E
HV,RIMD,2018-02-22T13:00:10.220000Z,2.37563244,7.44E-06,1.293986952,1.27E-05,1.835957504,1.07E-05,E
PB,B918,2012-02-12T13:07:04.440000Z,16.33382325,3.77E-08,14.13105773,3.61E-08,13.35521323,3.63E-08,E
PB,B081,2013-03-07T08:06:34.760000Z,33.40288451,1.07E-07,56.58789825,1.89E-07,38.38991088,1.07E-07,E
BK,SAO,2016-09-09T19:37:52.860000Z,29.72150336,6.15E-06,35.84027837,8.94E-06,32.62996705,9.16E-06,E
AK,MLY,2017-10-27T08:21:51.460000Z,1.402755337,2.96E-07,1.426039458,2.05E-07,0.951281359,1.86E-07,E
AV,RED,2017-09-15T09:33:59.080000Z,0.832781544,1.56E-07,0.707730698,1.66E-07,0.891801901,2.13E-07,E
NN,OMMB,2017-07-15T08:27:11.040000Z,1.39620333,1.07E-07,1.636408728,1.07E-07,1.780970172,1.44E-07,E
NN,DSP,2017-04-25T05:50:25.707000Z,1.78934734,1.21E-07,0.98526296,1.00E-07,0.911413703,9.75E-08,E
PB,B207,2015-04-30T10:10:17.230000Z,28.73730765,1.67E-07,37.75195117,1.80E-07,39.74911557,1.88E-07,E
PB,B082,2017-10-01T14:08:12.880000Z,9.406289905,2.78E-08,9.577764788,3.22E-08,11.97995697,3.20E-08,E
IM,MK31,2009-04-02T15:11:43.150000Z,2.054945288,2.29E-09,1.772460897,1.92E-09,2.336178091,2.26E-09,E
NN,YER,2016-06-28T09:36:21.264130Z,0.909923645,8.47E-08,0.583648598,5.73E-08,0.843590905,9.42E-08,E
AK,DIV,2011-12-21T05:15:37.988000Z,1.690660999,4.69E-07,1.562366825,4.56E-07,1.442016407,3.46E-07,E
PB,B087,2012-09-17T16:40:38.830000Z,5.633348718,2.36E-08,5.89051461,2.13E-08,4.59926197,1.69E-08,E
PB,B086,2008-07-05T15:58:57.470000Z,11.73632382,3.58E-08,14.28142193,3.75E-08,13.76482585,3.81E-08,E
NN,RYN,2012-03-01T17:27:48.504070Z,0.462213206,1.93E-07,2.415136213,5.60E-07,0.734663369,3.34E-07,E
NN,LHV,2017-01-06T20:46:10.052750Z,0.736712727,7.80E-08,1.210849654,2.11E-07,0.801925925,1.34E-07,E
SN,YFT,2012-08-14T12:17:21.729030Z,2.447987005,8.34E-09,3.376536719,7.50E-09,4.337788405,9.04E-09,E
SN,YFT,2013-08-01T04:20:13.648080Z,1.066972422,3.29E-09,2.036264466,2.83E-09,1.389829024,2.64E-09,E
PB,B093,2013-06-07T17:11:09.090000Z,11.52803767,4.29E-08,12.01954114,4.42E-08,13.51951209,5.05E-08,E
UW,TOLT,2017-07-31T14:58:41.010000Z,3.610984406,4.54E-07,5.613903065,7.09E-07,4.735608218,7.01E-07,E
PB,B081,2013-06-01T00:23:27.840000Z,54.35724925,3.44E-07,51.12347233,4.61E-07,55.58108229,3.42E-07,E
PB,B086,2015-05-13T02:02:02.860000Z,4.037795854,1.79E-08,7.726337579,2.11E-08,6.194030251,2.04E-08,E
HV,AHUD,2018-07-30T08:50:23.370000Z,14.94020344,2.19E-06,6.831386756,5.52E-06,7.23235836,3.91E-06,E
SN,BTW,2015-11-12T14:58:27.360840Z,1.674211686,9.61E-09,2.704496175,1.59E-08,2.38878761,1.46E-08,E
HV,AHUD,2018-06-08T21:33:53.850000Z,3.299953286,3.34E-07,2.285014951,1.33E-06,2.344265612,9.80E-07,E
PB,B087,2011-05-15T01:56:08.890000Z,6.111995785,2.02E-08,5.280368774,1.81E-08,5.239530684,1.77E-08,E
PB,B084,2016-06-08T19:14:07.010000Z,9.723778898,2.69E-08,5.638506479,1.92E-08,4.807220635,2.14E-08,E
AK,MESA,2017-01-16T11:31:11.660000Z,0.965775955,1.58E-06,3.650658105,3.55E-06,2.56038484,2.56E-06,E
AK,SSN,2017-02-12T21:19:30.659000Z,1.315068654,2.96E-07,0.609511233,2.00E-07,0.654023153,2.89E-07,E
IU,MAKZ,2013-07-28T16:54:01.060000Z,3.75376422,1.17E-07,4.692735625,9.51E-08,4.029150969,7.69E-08,E
PB,B093,2011-02-19T17:28:09.300000Z,3.553498305,1.43E-08,3.833963093,1.50E-08,3.17203961,1.48E-08,E
NN,LHV,2017-10-08T04:09:41.873620Z,0.815344326,1.45E-07,0.933659475,2.38E-07,0.693747748,1.94E-07,E
NN,PEA,2016-06-04T08:08:19.231460Z,2.214834927,1.19E-08,2.472253536,1.54E-08,2.281794984,1.42E-08,E
PB,B082,2018-07-22T04:20:34.940000Z,1.526328911,4.64E-09,1.851229505,5.21E-09,1.723538764,5.01E-09,E
NN,RYN,2012-08-20T04:59:57.823370Z,4.601507851,1.44E-07,4.987971784,1.85E-07,7.476577596,1.99E-07,E
PB,B081,2013-12-31T07:29:58.980000Z,4.681315271,1.29E-08,7.494483388,2.26E-08,6.129177698,1.56E-08,E
GS,KAN11,2016-01-22T21:40:34.040000Z,1.309492838,7.63E-07,1.168881411,7.07E-07,1.293996346,1.02E-06,E
NN,OMMB,2013-03-16T01:17:48.930000Z,2.164916494,1.29E-07,1.842466385,1.27E-07,1.583762265,1.21E-07,E
PB,B916,2016-12-19T20:35:30.600000Z,1.241182342,1.09E-08,1.259626355,1.21E-08,1.304612671,1.00E-08,E
HV,NPT,2018-01-01T05:22:57.640000Z,3.618257343,7.53E-06,7.190059021,1.42E-05,5.31269727,6.88E-06,E
PB,B084,2011-07-21T06:21:58.650000Z,19.24933532,4.86E-08,11.80272309,3.32E-08,7.964593158,3.65E-08,E
PB,B073,2016-07-07T09:06:23.690000Z,4.721990357,1.66E-08,5.735282041,1.91E-08,5.448156221,1.88E-08,E
HV,UWE,2018-07-24T21:11:55.180000Z,1.245700335,1.48E-05,1.822511649,2.57E-05,2.955408241,2.51E-05,E
NN,DON,2016-10-08T21:55:54.661710Z,6.979256708,7.92E-08,8.76854582,1.12E-07,6.568871808,1.07E-07,E
PB,B086,2007-05-02T09:39:16.740000Z,7.191502393,1.97E-08,8.300405809,2.18E-08,7.167167236,1.97E-08,E
GS,KAN11,2015-05-30T23:23:42.460000Z,2.592839949,7.92E-07,1.190162567,2.91E-06,1.062383683,8.31E-06,E
PB,B916,2016-08-03T03:44:53.590000Z,1.665649041,4.74E-09,1.883806996,4.88E-09,1.552980296,3.97E-09,E
NN,OMMB,2016-10-25T20:13:40.680000Z,1.155276952,3.67E-07,0.894806832,3.10E-07,1.345831672,3.17E-07,E
PB,B093,2013-04-19T14:12:38.030000Z,4.486086163,1.46E-08,3.775294959,1.26E-08,4.12529615,1.41E-08,E
